label,sentence1,sentence2
1,血液，需多长时间能恢复原来水平,血液，需多长时间能恢复原来水平
1,志愿者报名登记后，是否马上就要捐献造血干细胞,志愿者报名登记后要立即捐献造血干细胞吗
0,“萌萌哒”血小板为啥那么小,献血影响健康吗
0,献血后检测不合格是否就表示献血者患有疾病,辐照红细胞的适应症有哪些
1,护士对安全输血起什么作用,护士对安全输血起什么作用
0,献血会导致身体发胖吗,为什么献血时要携带有效身份证件
0,什么情况下输血才需要加温,每次献血献少点好吗？献血200毫升与400毫升哪个更有益
0,献血前不能吃豆浆牛奶鸡蛋咸菜，这些“经验”是怎么来的,如何决定输血量
1,为什么要保管好《无偿献血证》,《无偿献血证》的重要作用
1,Rh（－）者输血供应有保障吗,Rh（－）者输血供应有保障吗
1,献血中出现低血糖性昏厥该如何处理,献血中出现低血糖性昏厥该如何处理
1,献血可能会导致“贫血”吗,献血后会引起贫血吗
1,为什么无偿献血，但输血却要收费,为何无偿献血却要有偿用血
0,什么是不规则抗体,为什么要捐献者本人填写同意书和捐献者登记表
0,献血后补充哪种食物才能快速恢复元气,外科输血如何进行
0,为什么要保管好《无偿献血证》,为什么少数人会发生献血反应
0,捐机采成分血对身体有什么影响吗,捐献成分血会不会感染疾病
1,HLA与输血有什么关系,HLA与输血有什么关系
0,不知道献血码怎么查询献血记录,母体与胎儿血相同吗
1,献血后多久可以喝酒,献血后多长时间可以喝酒
0,全血为什么需要在4±2℃保存,为什么血压不合格不能献血
0,银屑病患者可以献血吗,对非法采供血者的处罚有哪些
1,捐献造血干细胞对健康有影响吗,捐献造血干细胞可能影响健康吗
0,献血可以减肥吗,血小板的“神奇功效”，您知道几个
0,输血是 越“新鲜”越好吗,血液的颜色是什么
1,为什么直系亲属之间不能相互献血,直系亲属间为什么不能献血
1,感冒是否可以献血,感冒是否可以献血
1,父亲给儿子输血？危险！,父亲给儿子输血？危险！
0,为什么在献血登记前要求填写健康征询表,交叉配血是怎么回事
1,献血可能会导致“贫血”吗,献血会造成贫血吗
0,献血前你想好了么,女性献血者生理期间能否献血
1,为什么需要不同的血液成分,为什么需要不同的血液成分
0,既然是无偿献血，用血时为什么要收费,我的血为什么不能输给他
0,如何决定输血速度,护士对安全输血起什么作用
0,输血可以引起哪些疾病,第VIII因子浓缩剂与冷沉淀在适应症方面有什么区别
1,为什么临床输血常用枸橼酸盐作抗凝剂,临床输血常用枸橼酸盐作抗凝剂原因是什么
0,选择什么样的血管采血,夏季献血，那些你不知道的事
0,献血后饮食如何调理,常见血液制品有哪些临床用途
0,为什么少数人会发生献血反应,O型血是万能血吗？哪种血型最有用
0,RhD阴性患者如何输注血小板,为什么血压不合格不能献血
1,贮存式自身输血要注意哪些问题,贮存式自身输血有何注意事项
0,采血方式有哪几种,国家有关无偿献血的表彰及献血者的权利有哪些
1,人体造血的原料是什么,人体是什么造血的
1,输血与血型之间的关系是什么,输血对血型有什么要求
0,大姨妈来了为什么不能献血,你的血型暗藏什么致命疾病
0,血站对采集的血液要做怎样的处理,血液流速与什么因素有关
0,捐献造血干细胞影响身体健康吗,为什么吸毒者被列为献血高危人群
0,你给血管洗澡了吗,什么情况下输血才需要加温
1,如何决定输血速度,如何决定输血速度
0,血液流出体外为什么会凝固,我自己都贫血了，怎能献血呢
0,为什么献血需核对身份证,人的血管能有多长
1,我为什么不能献血,我为什么不能献血
0,选择什么样的血管采血,为什么鼓励一次献血400毫升
1,为什么有的人献血后会头晕,为什么有的人献血后会头晕
1,不同血型的人可以互相输血吗,不同血型的人可以相互输血吗
1,每次献血献少点好吗？献血200毫升与400毫升哪个更有益,每次献血献少点好吗？献血200毫升与400毫升哪个更有益
0,熊猫血会遗传吗 熊猫血怎么遗传,献血后多长时间才能参加运动
0,美国红十字会采供血机构如何做献血后告知与咨询,为什么要保管好《无偿献血证》
1,献血会传染疾病吗,献血有感染传染病吗
0,捐献全血的流程包括什么,捐献后的血液需要低温保存吗
0,Rh是如何遗传的,Rh阴性患者是否只能使用Rh阴性血
0,夏天献血可以喝盐分饮料吗,血压与献血有什么关系
0,为什么献完血要按压针眼及上方5—10分钟,ABO血型鉴定的原理是什么
1,捐献单采血小板的程序是怎样的,捐献单采血小板的程序是怎样的
0,高度近视者为何不能献血,献血后多久可以喝酒
0,献血后怎样查询血液检测结果,国家制定《献血法》的目的是什么
1,每次献血献少点好吗？献血200毫升与400毫升哪个更有益,无偿献血，一次200毫升还是400毫升
1,我自己都贫血了，怎能献血呢,我自己都贫血了，怎能献血呢
1,为什么要保管好《无偿献血证》,为什么要保管好《无偿献血证》
1,常见血液制品有哪些临床用途,常见血液制品有哪些临床用途
1,如何决定输血速度,输血速度由什么决定
0,打疫苗对献血有何影响,想献血但勇气不够怎么办
0,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你,Rh血型是如何遗传的
1,O血型人容易生哪些病,O血型人容易生哪些病
1,红细胞是怎样携带氧气的,红细胞和氧气的关系时什么
0,为什么纹身、打耳洞一年内不能献血,如何预防献血中出现低血糖性昏厥
1,已经献过血了，可以不献了吧,已经献过血了，可以不献了吧
1,《中华人民共和国献血法》是何时通过、何时实施的,《中华人民共和国献血法》是何时通过、何时实施的
0,为什么献血针眼处有时会淤青,临床医生应怎样对待输血
0,O型全血是万能血吗,我国公民参加献血的年龄规定是多少
0,我国公民参加献血的年龄规定是多少,正常人献血200~400毫升后在饮食上应注意什么
1,出现意外伤害时献血也不迟吧,发生意外再去献血会晚吗
1,夏季献血，那些你不知道的事,夏季献血注意事项
0,白细胞有血型吗,红细胞为什么有时候需要冻存
0,献血能降血脂,患者因严重冷凝集素而引起配血困难怎么办
0,高度近视者为何不能献血,献血会不会上瘾
0,怎样成为一名捐献造血干细胞志愿者,高脂血患者平时怎么吃
0,献血的8种好处，您知道多少,是不是献了一次血后，就必须不停地献血
1,为什么要捐献者本人填写同意书和捐献者登记表,为什么要捐献者本人填写同意书和捐献者登记表
0,我的血如果不好怎么办,输注红细胞时应该注意什么
0,我很怕痛，献血会痛吗,O型全血是万能血吗
0,A型血易感新冠肺炎,一年献一次献血量算多吗
0,血液检验报告单上的“两对半”啥意思,体育锻炼热衷者能参加献血吗
1,抗凝剂是如何抗凝的,抗凝剂是怎么起作用的
1,献血后血液多长时间能恢复,献血会，血液多久才能恢复
1,献血后如何保护针眼,献血后应该怎么保护针眼
1,Rh阴性患者如何输血,Rh阴性患者如何输血
0,血液流速与什么因素有关,胎儿也有血型吗
1,输血时若遇含有冷凝集素的血时怎么办,输血时若遇含有冷凝集素的血时怎么处理
1,AB血型的人怎样选择美食,AB血型饮食注意事项
1,捐机采成分血对身体有什么影响吗,为什么提倡成分献血
0,献血后血液多长时间能恢复,血型能变吗
0,高度近视者为何不能献血,抗凝剂是如何抗凝的
1,哪一年ABO血型系统正式命名的,ABO血型系统正式命名的年份
0,怎样成为一名捐献造血干细胞志愿者,捐献成分血会不会感染疾病
1,富血小板的血浆治疗确实有效吗,富血小板的血浆治疗确实有效吗
0,一名健康的公民一生可以献多少血,贮存式自身输血要注意哪些问题
0,想献血但勇气不够怎么办,蹲下再站起来会头晕或眼前一片黑可以献血吗
0,你接种的新冠病毒疫苗是哪种？间隔多久能献血？一文告诉你,怎样配合医生进行输血
0,感冒是否可以献血,我献出的血液，采供血机构会不会拿去卖掉呢
0,想献血但勇气不够怎么办,按压针眼的三大忌
1,熊猫血会遗传吗 熊猫血怎么遗传,熊猫血会遗传吗以及遗传规律
0,献血会不会上瘾,O型全血是万能血吗
0,出现意外伤害时献血也不迟吧,输血可以引起哪些疾病
0,捐献单采血小板的程序是怎样的,输过血的人可以献血吗
0,我很怕痛，献血会痛吗,采血时血液流速会影响血液质量吗
0,银屑病患者可以献血吗,公民献血后，采供血机构应发给献血者什么凭证
0,为什么血压不合格不能献血,一名健康的公民一生可以捐献多少全血
1,献血会导致身体发胖吗,献血会导致身体发胖吗
1,哪些人符合献血的条件,献血有哪些条件
0,捐献成分血会不会感染疾病,输血可以引起哪些疾病
0,为什么只有你献完血手臂上有淤青,为什么还要填写捐献者的两位不同住址的亲属或朋友的姓名和联系方式
1,还有什么血型系统与输血关系很大,什么血型系统与输血关系很大
1,血液的主要功能有哪些,血液有何功能
0,如何计算每袋全血的重量,国际社会公认的“无偿献血者”的概念是什么
1,报名后是否可以随时改变捐献造血干细胞的决定,后悔报名捐献造血干细胞，是否可以随时取消
0,输过血的人可以献血吗,是否献一次血后必须不断的献血
0,血液的用途有哪些,抗凝剂是如何抗凝的
1,为什么鼓励一次献血400毫升,为什么献血人员鼓励献血者一次献血400毫升
1,捐机采成分血对身体有什么影响吗,为什么需要成分献血
0,人体血容量究竟是怎么算出来的,每次献血献少点好吗？献血200毫升与400毫升哪个更有益
0,输注少白细胞红细胞的临床意义有哪些,一名健康的公民一生可以捐献多少全血
0,献血后如何按压针眼,孕妇为什么要做血型鉴定
1,是谁第一个发现了血型,是谁第一个发现了血型
1,献血的8种好处，您知道多少,献血的8种好处，您知道多少
0,为什么血压不合格不能献血,献血后要进补吗
0,晕血？原来是血管迷走神经的过度反应,是谁第一个将人血输给人的
1,机采血浆是如何操作的,集采血浆是怎么弄得
1,HIV(人类免疫缺陷病毒抗体)的检测意义是什么,HIV检测意义是什么
1,人体内的血液总量有多少,人体有多少血
1,输血能成为埃博拉病毒感染者的新希望吗,输血能成为埃博拉病毒感染者的新希望吗
1,人的血管能有多长,人的血管能有多长
0,为什么采血时塑料采血袋在不停地摆动,血液可以买卖么?如买卖血液会受到何种处罚
